"","X","Index","CIK","Locations","URL","Year","IsSecrecyHaven","SecHavenScore","SecrecyHavenStatus","TaxHeavenStaus"
"22199",22199,22331,813762,"Taiwan",2156,2018,1,75.8,1,0
"22200",22200,22332,813762,"Thailand",2156,2018,1,79.9,1,0
"22201",22201,22333,813762,"United Kingdom",2156,2018,1,42.4,0,0
"22202",22202,22334,813762,"Michigan",2156,2018,0,NA,0,0
"22203",22203,22335,813762,"Missouri",2156,2018,0,NA,0,0
"22204",22204,22336,813762,"Tennessee",2156,2018,0,NA,0,0
"22205",22205,22337,813762,"Venezuela",2156,2018,1,68.5,1,0
"22206",22206,22338,813762,"Vietnam",2156,2018,0,NA,0,0
"22207",22207,22339,813762,"Pennsylvania",2156,2018,0,NA,0,0
"22208",22208,22340,813762,"Vermont",2156,2018,0,NA,0,0
"22209",22209,22341,813762,"California",2156,2018,0,NA,0,0
"22210",22210,22342,813762,"Virginia",2156,2018,0,NA,0,0
"22211",22211,22343,813762,"Florida",2156,2018,0,NA,0,0
"22212",22212,22344,813762,"Washington",2156,2018,0,NA,0,0
"22213",22213,22345,813762,"Colorado",2156,2018,0,NA,0,0
"22214",22214,22346,813762,"Nevada",2156,2018,0,NA,0,0
"22215",22215,22347,813762,"Hawaii",2156,2018,0,NA,0,0
"22216",22216,22348,813762,"Texas",2156,2018,0,NA,0,0
"22217",22217,22349,813762,"Jersey",2156,2018,1,65.5,1,1
"22218",22218,22350,813762,"Louisiana",2156,2018,0,NA,0,0
"22219",22219,22351,813762,"Cayman Islands",2156,2018,1,72.3,1,1
"22220",22220,22352,813762,"Aruba",2156,2018,1,76,1,1
"22221",22221,22353,813762,"Ohio",2156,2018,0,NA,0,0
"22222",22222,22354,813762,"New York",2156,2018,0,NA,0,0
"22223",22223,22355,813762,"Georgia",2156,2018,1,NA,0,0
"22224",22224,22355,813762,"Georgia",2156,2018,1,NA,0,0
"22225",22225,22356,813762,"Malta",2156,2018,1,60.5,1,1
"22226",22226,22357,813762,"British Virgin Islands",2156,2018,1,68.7,1,1
"22227",22227,22358,813762,"Bahrain",2156,2018,1,77.8,1,1
"22228",22228,22359,813828,"Delaware",2157,2018,0,NA,0,0
"22229",22229,22360,813828,"New York",2157,2018,0,NA,0,0
"22230",22230,22361,813828,"Vermont",2157,2018,0,NA,0,0
"22231",22231,22362,813828,"Texas",2157,2018,0,NA,0,0
"22232",22232,22363,813828,"Florida",2157,2018,0,NA,0,0
"22233",22233,22364,813828,"Louisiana",2157,2018,0,NA,0,0
"22234",22234,22365,813828,"Virginia",2157,2018,0,NA,0,0
"22235",22235,22366,813828,"California",2157,2018,0,NA,0,0
"22236",22236,22367,813828,"Puerto Rico",2157,2018,1,77.2,1,0
"22237",22237,22368,813828,"Pennsylvania",2157,2018,0,NA,0,0
"22238",22238,22369,813828,"Ohio",2157,2018,0,NA,0,0
"22239",22239,22370,813828,"Utah",2157,2018,0,NA,0,0
"22240",22240,22371,813828,"Alabama",2157,2018,0,NA,0,0
"22241",22241,22372,813828,"Rhode Island",2157,2018,0,NA,0,0
"22242",22242,22373,813828,"Canada",2157,2018,1,54.8,0,0
"22243",22243,22374,813828,"Bahamas",2157,2018,1,84.5,1,1
"22244",22244,22375,813828,"United Kingdom",2157,2018,1,42.4,0,0
"22245",22245,22376,813828,"Cayman Islands",2157,2018,1,72.3,1,1
"22246",22246,22377,813828,"Netherlands",2157,2018,1,66,1,0
"22247",22247,22378,813828,"Singapore",2157,2018,1,67.1,1,1
"22248",22248,22379,813828,"Germany",2157,2018,1,59.1,0,0
"22249",22249,22380,813828,"Italy",2157,2018,1,49.5,0,0
"22250",22250,22381,813828,"Japan",2157,2018,1,60.5,1,0
"22251",22251,22382,813828,"Luxembourg",2157,2018,1,58.2,0,1
"22252",22252,22383,813828,"Asia",2157,2018,0,NA,0,0
"22253",22253,22384,813828,"Switzerland",2157,2018,1,76.5,1,1
"22254",22254,22385,813828,"China",2157,2018,1,60.1,1,0
"22255",22255,22386,813828,"Bermuda",2157,2018,1,73.1,1,1
"22256",22256,22387,813828,"France",2157,2018,1,51.7,0,0
"22257",22257,22388,813828,"Venezuela",2157,2018,1,68.5,1,0
"22258",22258,22389,813828,"Panama",2157,2018,1,76.6,1,1
"22259",22259,22390,813828,"Brazil",2157,2018,1,49,0,0
"22260",22260,22391,813920,"Delaware",2158,2018,0,NA,0,0
"22261",22261,22392,813920,"Arizona",2158,2018,0,NA,0,0
"22262",22262,22393,813920,"Texas",2158,2018,0,NA,0,0
"22263",22263,22394,813920,"Mexico",2158,2018,1,54.4,0,0
"22264",22264,22395,813920,"Canada",2158,2018,1,54.8,0,0
"22265",22265,22396,813920,"Nevada",2158,2018,0,NA,0,0
"22266",22266,22398,814184,"Minnesota",2159,2018,0,NA,0,0
"22267",22267,22399,814184,"Delaware",2159,2018,0,NA,0,0
"22268",22268,22400,814184,"Michigan",2159,2018,0,NA,0,0
"22269",22269,22401,814184,"Canada",2159,2018,1,54.8,0,0
"22270",22270,22402,814453,"Delaware",2160,2018,0,NA,0,0
"22271",22271,22403,814453,"Vermont",2160,2018,0,NA,0,0
"22272",22272,22404,814453,"Iowa",2160,2018,0,NA,0,0
"22273",22273,22405,814453,"New York",2160,2018,0,NA,0,0
"22274",22274,22406,814453,"Texas",2160,2018,0,NA,0,0
"22275",22275,22407,814453,"North Carolina",2160,2018,0,NA,0,0
"22276",22276,22408,814453,"Pennsylvania",2160,2018,0,NA,0,0
"22277",22277,22409,814453,"Ohio",2160,2018,0,NA,0,0
"22278",22278,22410,814453,"Illinois",2160,2018,0,NA,0,0
"22279",22279,22411,814453,"Florida",2160,2018,0,NA,0,0
"22280",22280,22412,814453,"California",2160,2018,0,NA,0,0
"22281",22281,22413,814453,"Washington",2160,2018,0,NA,0,0
"22282",22282,22414,814453,"Jersey",2160,2018,1,65.5,1,1
"22283",22283,22415,814453,"India",2160,2018,1,51.9,0,0
"22284",22284,22416,814453,"Virginia",2160,2018,0,NA,0,0
"22285",22285,22417,814453,"United Kingdom",2160,2018,1,42.4,0,0
"22286",22286,22418,814453,"Sweden",2160,2018,1,45.5,0,0
"22287",22287,22419,814453,"France",2160,2018,1,51.7,0,0
"22288",22288,22420,814453,"Canada",2160,2018,1,54.8,0,0
"22289",22289,22421,814453,"Netherlands",2160,2018,1,66,1,0
"22290",22290,22422,814453,"Mexico",2160,2018,1,54.4,0,0
"22291",22291,22423,814453,"Japan",2160,2018,1,60.5,1,0
"22292",22292,22424,814453,"Korea",2160,2018,1,59,0,0
"22293",22293,22425,814453,"China",2160,2018,1,60.1,1,0
"22294",22294,22426,814453,"Germany",2160,2018,1,59.1,0,0
"22295",22295,22427,814453,"Switzerland",2160,2018,1,76.5,1,1
"22296",22296,22428,814453,"Czech Republic",2160,2018,1,52.9,0,0
"22297",22297,22429,814453,"Italy",2160,2018,1,49.5,0,0
"22298",22298,22430,814453,"Hong Kong",2160,2018,1,71.1,1,1
"22299",22299,22431,814453,"Belgium",2160,2018,1,44,0,0
"22300",22300,22432,814453,"Luxembourg",2160,2018,1,58.2,0,1
"22301",22301,22433,814453,"New Zealand",2160,2018,1,56.2,0,0
"22302",22302,22434,814453,"Ireland",2160,2018,1,50.7,0,1
"22303",22303,22435,814453,"Chile",2160,2018,1,61.6,1,0
"22304",22304,22436,814453,"Spain",2160,2018,1,47.7,0,0
"22305",22305,22437,814453,"Peru",2160,2018,0,NA,0,0
"22306",22306,22438,814453,"Maryland",2160,2018,0,NA,0,0
"22307",22307,22439,814453,"Puerto Rico",2160,2018,1,77.2,1,0
"22308",22308,22440,814453,"Africa",2160,2018,0,NA,0,0
"22309",22309,22441,814453,"Brazil",2160,2018,1,49,0,0
"22310",22310,22442,814453,"Cayman Islands",2160,2018,1,72.3,1,1
"22311",22311,22443,814453,"Taiwan",2160,2018,1,75.8,1,0
"22312",22312,22444,814453,"Malaysia",2160,2018,0,NA,0,0
"22313",22313,22445,814453,"Poland",2160,2018,1,57.4,0,0
"22314",22314,22446,814453,"Argentina",2160,2018,0,NA,0,0
"22315",22315,22447,814453,"Kansas",2160,2018,0,NA,0,0
"22316",22316,22448,814453,"Scotland",2160,2018,0,NA,0,0
"22317",22317,22449,814453,"Thailand",2160,2018,1,79.9,1,0
"22318",22318,22450,814453,"Guatemala",2160,2018,1,73.1,1,0
"22319",22319,22451,814453,"Hungary",2160,2018,1,54.7,0,0
"22320",22320,22452,814453,"Colorado",2160,2018,0,NA,0,0
"22321",22321,22453,814453,"Turkey",2160,2018,1,68,1,0
"22322",22322,22454,814453,"United Arab Emirates",2160,2018,0,NA,0,0
"22323",22323,22455,814453,"Panama",2160,2018,1,76.6,1,1
"22324",22324,22456,814453,"Denmark",2160,2018,1,52.5,0,0
"22325",22325,22457,814453,"Finland",2160,2018,1,52.7,0,0
"22326",22326,22458,814453,"Norway",2160,2018,1,51.6,0,0
"22327",22327,22459,814453,"Colombia",2160,2018,0,NA,0,0
"22328",22328,22460,814453,"Venezuela",2160,2018,1,68.5,1,0
"22329",22329,22461,814453,"Bahamas",2160,2018,1,84.5,1,1
"22330",22330,22462,814453,"Costa Rica",2160,2018,1,68.7,1,1
"22331",22331,22463,814453,"Bulgaria",2160,2018,1,54.2,0,0
"22332",22332,22464,814453,"Portugal",2160,2018,0,NA,0,0
"22333",22333,22465,814453,"Greece",2160,2018,1,57.9,0,0
"22334",22334,22466,814453,"Georgia",2160,2018,1,NA,0,0
"22335",22335,22466,814453,"Georgia",2160,2018,1,NA,0,0
"22336",22336,22467,814453,"Uruguay",2160,2018,1,60.8,1,1
"22337",22337,22468,814453,"Macau",2160,2018,0,NA,0,1
"22338",22338,22469,814453,"Bermuda",2160,2018,1,73.1,1,1
"22339",22339,22470,814453,"Uk",2160,2018,1,42.4,0,0
"22340",22340,22471,814453,"Jamaica",2160,2018,0,NA,0,0
"22341",22341,22472,814453,"Minnesota",2160,2018,0,NA,0,0
"22342",22342,22473,814453,"Alabama",2160,2018,0,NA,0,0
"22343",22343,22474,814585,"England",2161,2018,0,NA,0,0
"22344",22344,22475,814585,"New York",2161,2018,0,NA,0,0
"22345",22345,22476,814585,"Delaware",2161,2018,0,NA,0,0
"22346",22346,22477,814585,"Mexico",2161,2018,1,54.4,0,0
"22347",22347,22478,814586,"Pennsylvania",2162,2018,0,NA,0,0
"22348",22348,22479,814586,"Minnesota",2162,2018,0,NA,0,0
"22349",22349,22480,814586,"Canada",2162,2018,1,54.8,0,0
"22350",22350,22481,814586,"Ireland",2162,2018,1,50.7,0,1
"22351",22351,22482,814586,"Illinois",2162,2018,0,NA,0,0
"22352",22352,22483,815097,"Belize",2163,2018,1,75.2,1,1
"22353",22353,22484,815097,"Uk",2163,2018,1,42.4,0,0
"22354",22354,22485,815097,"California",2163,2018,0,NA,0,0
"22355",22355,22486,815097,"Monaco",2163,2018,1,77.5,1,1
"22356",22356,22487,815097,"Curacao",2163,2018,1,74.8,1,0
"22357",22357,22488,815097,"Bermuda",2163,2018,1,73.1,1,1
"22358",22358,22489,815097,"Bahamas",2163,2018,1,84.5,1,1
"22359",22359,22490,815097,"Delaware",2163,2018,0,NA,0,0
"22360",22360,22491,815097,"Panama",2163,2018,1,76.6,1,1
"22361",22361,22492,815097,"Honduras",2163,2018,0,NA,0,0
"22362",22362,22493,815097,"Italy",2163,2018,1,49.5,0,0
"22363",22363,22494,815097,"Alaska",2163,2018,1,NA,0,0
"22364",22364,22495,815097,"China",2163,2018,1,60.1,1,0
"22365",22365,22496,815097,"Isle of Man",2163,2018,1,63.6,1,1
"22366",22366,22497,815097,"Canada",2163,2018,1,54.8,0,0
"22367",22367,22498,815097,"Texas",2163,2018,0,NA,0,0
"22368",22368,22499,815097,"Hong Kong",2163,2018,1,71.1,1,1
"22369",22369,22500,815097,"Korea",2163,2018,1,59,0,0
"22370",22370,22501,815097,"Singapore",2163,2018,1,67.1,1,1
"22371",22371,22502,815097,"Japan",2163,2018,1,60.5,1,0
"22372",22372,22503,815097,"Germany",2163,2018,1,59.1,0,0
"22373",22373,22504,815097,"Florida",2163,2018,0,NA,0,0
"22374",22374,22505,815097,"India",2163,2018,1,51.9,0,0
"22375",22375,22506,815097,"France",2163,2018,1,51.7,0,0
"22376",22376,22507,815097,"Argentina",2163,2018,0,NA,0,0
"22377",22377,22508,815097,"Brazil",2163,2018,1,49,0,0
"22378",22378,22509,815097,"Netherlands",2163,2018,1,66,1,0
"22379",22379,22510,815097,"Switzerland",2163,2018,1,76.5,1,1
"22380",22380,22511,815097,"Mexico",2163,2018,1,54.4,0,0
"22381",22381,22512,815097,"Madeira",2163,2018,1,54.7,0,0
"22382",22382,22513,815097,"British Virgin Islands",2163,2018,1,68.7,1,1
"22383",22383,22514,815097,"Spain",2163,2018,1,47.7,0,0
"22384",22384,22515,815097,"Washington",2163,2018,0,NA,0,0
"22385",22385,22516,815097,"Dominica",2163,2018,1,77.3,1,1
"22386",22386,22518,815556,"Canada",2164,2018,1,54.8,0,0
"22387",22387,22519,815556,"Mexico",2164,2018,1,54.4,0,0
"22388",22388,22520,815556,"America",2164,2018,1,59.8,0,0
"22389",22389,22521,815556,"Panama",2164,2018,1,76.6,1,1
"22390",22390,22522,815556,"Brazil",2164,2018,1,49,0,0
"22391",22391,22523,815556,"Colombia",2164,2018,0,NA,0,0
"22392",22392,22524,815556,"Chile",2164,2018,1,61.6,1,0
"22393",22393,22525,815556,"Asia",2164,2018,0,NA,0,0
"22394",22394,22526,815556,"China",2164,2018,1,60.1,1,0
"22395",22395,22527,815556,"India",2164,2018,1,51.9,0,0
"22396",22396,22528,815556,"Singapore",2164,2018,1,67.1,1,1
"22397",22397,22529,815556,"Minnesota",2164,2018,0,NA,0,0
"22398",22398,22530,815556,"Malaysia",2164,2018,0,NA,0,0
"22399",22399,22531,815556,"Thailand",2164,2018,1,79.9,1,0
"22400",22400,22532,815556,"Europe",2164,2018,0,NA,0,0
"22401",22401,22533,815556,"Netherlands",2164,2018,1,66,1,0
"22402",22402,22534,815556,"Africa",2164,2018,0,NA,0,0
"22403",22403,22535,815917,"Missouri",2165,2018,0,NA,0,0
"22404",22404,22536,815917,"California",2165,2018,0,NA,0,0
"22405",22405,22537,815917,"Mexico",2165,2018,1,54.4,0,0
"22406",22406,22538,815917,"Canada",2165,2018,1,54.8,0,0
"22407",22407,22540,815917,"Pennsylvania",2165,2018,0,NA,0,0
"22408",22408,22541,816284,"Delaware",2166,2018,0,NA,0,0
"22409",22409,22542,816284,"United Kingdom",2166,2018,1,42.4,0,0
"22410",22410,22543,816284,"Mexico",2166,2018,1,54.4,0,0
"22411",22411,22544,816284,"Bermuda",2166,2018,1,73.1,1,1
"22412",22412,22545,816284,"Switzerland",2166,2018,1,76.5,1,1
"22413",22413,22546,816284,"Jersey",2166,2018,1,65.5,1,1
"22414",22414,22547,816284,"Ireland",2166,2018,1,50.7,0,1
"22415",22415,22548,816284,"California",2166,2018,0,NA,0,0
"22416",22416,22549,816284,"Canada",2166,2018,1,54.8,0,0
"22417",22417,22550,816284,"Finland",2166,2018,1,52.7,0,0
"22418",22418,22551,816284,"Sweden",2166,2018,1,45.5,0,0
"22419",22419,22552,816284,"Denmark",2166,2018,1,52.5,0,0
"22420",22420,22553,816284,"Norway",2166,2018,1,51.6,0,0
"22421",22421,22554,816284,"Brazil",2166,2018,1,49,0,0
"22422",22422,22555,816284,"Netherlands",2166,2018,1,66,1,0
"22423",22423,22556,816284,"Belgium",2166,2018,1,44,0,0
"22424",22424,22557,816284,"Korea",2166,2018,1,59,0,0
"22425",22425,22558,816284,"Croatia",2166,2018,1,59.3,0,0
"22426",22426,22559,816284,"Dubai",2166,2018,1,83.9,1,0
"22427",22427,22560,816284,"Germany",2166,2018,1,59.1,0,0
"22428",22428,22561,816284,"Puerto Rico",2166,2018,1,77.2,1,0
"22429",22429,22562,816284,"Hungary",2166,2018,1,54.7,0,0
"22430",22430,22563,816284,"Japan",2166,2018,1,60.5,1,0
"22431",22431,22564,816284,"Hong Kong",2166,2018,1,71.1,1,1
"22432",22432,22565,816284,"Taiwan",2166,2018,1,75.8,1,0
"22433",22433,22566,816284,"Thailand",2166,2018,1,79.9,1,0
"22434",22434,22567,816284,"New Zealand",2166,2018,1,56.2,0,0
"22435",22435,22568,816284,"Turkey",2166,2018,1,68,1,0
"22436",22436,22569,816284,"Luxembourg",2166,2018,1,58.2,0,1
"22437",22437,22570,816284,"China",2166,2018,1,60.1,1,0
"22438",22438,22571,816284,"Singapore",2166,2018,1,67.1,1,1
"22439",22439,22572,816284,"Spain",2166,2018,1,47.7,0,0
"22440",22440,22573,816284,"Barbados",2166,2018,1,73.9,1,1
"22441",22441,22574,816284,"France",2166,2018,1,51.7,0,0
"22442",22442,22575,816284,"Morocco",2166,2018,0,NA,0,0
"22443",22443,22576,816284,"Malaysia",2166,2018,0,NA,0,0
"22444",22444,22577,816284,"Portugal",2166,2018,0,NA,0,0
"22445",22445,22578,816284,"Poland",2166,2018,1,57.4,0,0
"22446",22446,22579,816284,"Italy",2166,2018,1,49.5,0,0
"22447",22447,22580,816284,"Czech Republic",2166,2018,1,52.9,0,0
"22448",22448,22581,816284,"Slovakia",2166,2018,1,54.9,0,0
"22449",22449,22582,816761,"Delaware",2167,2018,0,NA,0,0
"22450",22450,22583,816761,"Argentina",2167,2018,0,NA,0,0
"22451",22451,22584,816761,"Barbados",2167,2018,1,73.9,1,1
"22452",22452,22585,816761,"Belgium",2167,2018,1,44,0,0
"22453",22453,22586,816761,"Bermuda",2167,2018,1,73.1,1,1
"22454",22454,22587,816761,"Brazil",2167,2018,1,49,0,0
"22455",22455,22588,816761,"China",2167,2018,1,60.1,1,0
"22456",22456,22589,816761,"Canada",2167,2018,1,54.8,0,0
"22457",22457,22590,816761,"Chile",2167,2018,1,61.6,1,0
"22458",22458,22591,816761,"Colombia",2167,2018,0,NA,0,0
"22459",22459,22592,816761,"Czech Republic",2167,2018,1,52.9,0,0
"22460",22460,22593,816761,"Denmark",2167,2018,1,52.5,0,0
"22461",22461,22594,816761,"Egypt",2167,2018,0,NA,0,0
"22462",22462,22595,816761,"Finland",2167,2018,1,52.7,0,0
"22463",22463,22596,816761,"France",2167,2018,1,51.7,0,0
"22464",22464,22597,816761,"Germany",2167,2018,1,59.1,0,0
"22465",22465,22598,816761,"Hong Kong",2167,2018,1,71.1,1,1
"22466",22466,22599,816761,"Hungary",2167,2018,1,54.7,0,0
"22467",22467,22600,816761,"India",2167,2018,1,51.9,0,0
"22468",22468,22601,816761,"Indonesia",2167,2018,1,61.5,1,0
"22469",22469,22602,816761,"Ireland",2167,2018,1,50.7,0,1
"22470",22470,22603,816761,"Italy",2167,2018,1,49.5,0,0
"22471",22471,22604,816761,"Japan",2167,2018,1,60.5,1,0
"22472",22472,22605,816761,"Korea",2167,2018,1,59,0,0
"22473",22473,22606,816761,"Malaysia",2167,2018,0,NA,0,0
"22474",22474,22607,816761,"Mexico",2167,2018,1,54.4,0,0
"22475",22475,22608,816761,"Netherlands",2167,2018,1,66,1,0
"22476",22476,22609,816761,"New Zealand",2167,2018,1,56.2,0,0
"22477",22477,22610,816761,"Norway",2167,2018,1,51.6,0,0
"22478",22478,22611,816761,"Pakistan",2167,2018,0,NA,0,0
"22479",22479,22612,816761,"Peru",2167,2018,0,NA,0,0
"22480",22480,22613,816761,"Philippines",2167,2018,1,65.4,1,0
"22481",22481,22614,816761,"Poland",2167,2018,1,57.4,0,0
"22482",22482,22615,816761,"Arabia",2167,2018,0,NA,0,0
"22483",22483,22616,816761,"Singapore",2167,2018,1,67.1,1,1
"22484",22484,22617,816761,"Spain",2167,2018,1,47.7,0,0
"22485",22485,22618,816761,"Sweden",2167,2018,1,45.5,0,0
"22486",22486,22619,816761,"Switzerland",2167,2018,1,76.5,1,1
"22487",22487,22620,816761,"Taiwan",2167,2018,1,75.8,1,0
"22488",22488,22621,816761,"Thailand",2167,2018,1,79.9,1,0
"22489",22489,22622,816761,"Turkey",2167,2018,1,68,1,0
"22490",22490,22623,816761,"United Arab Emirates",2167,2018,0,NA,0,0
"22491",22491,22624,816761,"United Kingdom",2167,2018,1,42.4,0,0
"22492",22492,22625,816956,"Spain",2168,2018,1,47.7,0,0
"22493",22493,22626,816956,"Italy",2168,2018,1,49.5,0,0
"22494",22494,22627,816956,"Japan",2168,2018,1,60.5,1,0
"22495",22495,22628,816956,"China",2168,2018,1,60.1,1,0
"22496",22496,22629,816956,"Finland",2168,2018,1,52.7,0,0
"22497",22497,22630,816956,"United Kingdom",2168,2018,1,42.4,0,0
"22498",22498,22631,816956,"Mexico",2168,2018,1,54.4,0,0
"22499",22499,22632,816956,"Delaware",2168,2018,0,NA,0,0
"22500",22500,22633,816956,"Florida",2168,2018,0,NA,0,0
"22501",22501,22634,816956,"Colorado",2168,2018,0,NA,0,0
"22502",22502,22635,816956,"Belgium",2168,2018,1,44,0,0
"22503",22503,22636,816956,"Canada",2168,2018,1,54.8,0,0
"22504",22504,22637,816956,"Korea",2168,2018,1,59,0,0
"22505",22505,22638,816956,"Netherlands",2168,2018,1,66,1,0
"22506",22506,22639,816956,"Poland",2168,2018,1,57.4,0,0
"22507",22507,22640,816956,"Sweden",2168,2018,1,45.5,0,0
"22508",22508,22641,816956,"New York",2168,2018,0,NA,0,0
"22509",22509,22642,816956,"India",2168,2018,1,51.9,0,0
"22510",22510,22643,816956,"Denmark",2168,2018,1,52.5,0,0
"22511",22511,22644,816956,"Germany",2168,2018,1,59.1,0,0
"22512",22512,22645,816956,"France",2168,2018,1,51.7,0,0
"22513",22513,22646,818479,"Italy",2169,2018,1,49.5,0,0
"22514",22514,22647,818479,"Germany",2169,2018,1,59.1,0,0
"22515",22515,22648,818479,"Singapore",2169,2018,1,67.1,1,1
"22516",22516,22649,818479,"Norway",2169,2018,1,51.6,0,0
"22517",22517,22650,818479,"Switzerland",2169,2018,1,76.5,1,1
"22518",22518,22651,818479,"Delaware",2169,2018,0,NA,0,0
"22519",22519,22652,818479,"Sweden",2169,2018,1,45.5,0,0
"22520",22520,22653,818479,"New Zealand",2169,2018,1,56.2,0,0
"22521",22521,22654,818479,"Jersey",2169,2018,1,65.5,1,1
"22522",22522,22655,818479,"Spain",2169,2018,1,47.7,0,0
"22523",22523,22656,818479,"Mexico",2169,2018,1,54.4,0,0
"22524",22524,22657,818479,"Hong Kong",2169,2018,1,71.1,1,1
"22525",22525,22658,818479,"Belgium",2169,2018,1,44,0,0
"22526",22526,22659,818479,"Netherlands",2169,2018,1,66,1,0
"22527",22527,22660,818479,"Turkey",2169,2018,1,68,1,0
"22528",22528,22661,818479,"France",2169,2018,1,51.7,0,0
"22529",22529,22662,818479,"Thailand",2169,2018,1,79.9,1,0
"22530",22530,22663,818479,"Israel",2169,2018,1,63.3,1,0
"22531",22531,22664,818479,"United Kingdom",2169,2018,1,42.4,0,0
"22532",22532,22665,818479,"California",2169,2018,0,NA,0,0
"22533",22533,22666,818479,"China",2169,2018,1,60.1,1,0
"22534",22534,22667,818479,"Indonesia",2169,2018,1,61.5,1,0
"22535",22535,22668,818479,"Luxembourg",2169,2018,1,58.2,0,1
"22536",22536,22669,818479,"Bermuda",2169,2018,1,73.1,1,1
"22537",22537,22670,818479,"Denmark",2169,2018,1,52.5,0,0
"22538",22538,22671,818479,"Brazil",2169,2018,1,49,0,0
"22539",22539,22672,818479,"India",2169,2018,1,51.9,0,0
"22540",22540,22673,818479,"Africa",2169,2018,0,NA,0,0
"22541",22541,22674,818479,"United Arab Emirates",2169,2018,0,NA,0,0
"22542",22542,22675,818479,"Argentina",2169,2018,0,NA,0,0
"22543",22543,22676,818479,"Canada",2169,2018,1,54.8,0,0
"22544",22544,22677,818479,"Nevada",2169,2018,0,NA,0,0
"22545",22545,22678,818479,"Poland",2169,2018,1,57.4,0,0
"22546",22546,22679,818479,"Ireland",2169,2018,1,50.7,0,1
"22547",22547,22680,818479,"Uk",2169,2018,1,42.4,0,0
"22548",22548,22681,818479,"Finland",2169,2018,1,52.7,0,0
"22549",22549,22682,818479,"Taiwan",2169,2018,1,75.8,1,0
"22550",22550,22683,818479,"Korea",2169,2018,1,59,0,0
"22551",22551,22684,818479,"Cayman Islands",2169,2018,1,72.3,1,1
"22552",22552,22685,818479,"Peru",2169,2018,0,NA,0,0
"22553",22553,22686,818479,"Philippines",2169,2018,1,65.4,1,0
"22554",22554,22687,818479,"Japan",2169,2018,1,60.5,1,0
"22555",22555,22688,818479,"Malaysia",2169,2018,0,NA,0,0
"22556",22556,22689,818479,"Vietnam",2169,2018,0,NA,0,0
"22557",22557,22690,818479,"Slovakia",2169,2018,1,54.9,0,0
"22558",22558,22691,818677,"South Carolina",2170,2018,0,NA,0,0
"22559",22559,22692,818686,"Ireland",2171,2018,1,50.7,0,1
"22560",22560,22693,818686,"United Kingdom",2171,2018,1,42.4,0,0
"22561",22561,22694,818686,"Netherlands",2171,2018,1,66,1,0
"22562",22562,22695,818686,"Croatia",2171,2018,1,59.3,0,0
"22563",22563,22696,818686,"Germany",2171,2018,1,59.1,0,0
"22564",22564,22697,818686,"Finland",2171,2018,1,52.7,0,0
"22565",22565,22698,818686,"Canada",2171,2018,1,54.8,0,0
"22566",22566,22699,818686,"Curacao",2171,2018,1,74.8,1,0
"22567",22567,22700,818686,"Italy",2171,2018,1,49.5,0,0
"22568",22568,22701,818686,"Poland",2171,2018,0,NA,0,0
"22569",22569,22702,818686,"Spain",2171,2018,1,47.7,0,0
"22570",22570,22703,818686,"Hungary",2171,2018,1,54.7,0,0
"22571",22571,22704,818686,"Iceland",2171,2018,1,59.9,0,0
"22572",22572,22705,818686,"Switzerland",2171,2018,1,76.5,1,1
"22573",22573,22706,818686,"Us",2171,2018,1,59.8,0,0
"22574",22574,22707,818686,"France",2171,2018,1,51.7,0,0
"22575",22575,22708,818686,"Japan",2171,2018,1,60.5,1,0
"22576",22576,22709,818686,"Malta",2171,2018,1,60.5,1,1
"22577",22577,22710,818686,"Mexico",2171,2018,1,54.4,0,0
"22578",22578,22711,818686,"Chile",2171,2018,1,61.6,1,0
"22579",22579,22712,8192,"Delaware",2172,2018,0,NA,0,0
"22580",22580,22713,8192,"Canada",2172,2018,1,54.8,0,0
"22581",22581,22714,8192,"Georgia",2172,2018,1,NA,0,0
"22582",22582,22714,8192,"Georgia",2172,2018,1,NA,0,0
"22583",22583,22715,8192,"Maryland",2172,2018,0,NA,0,0
"22584",22584,22716,8192,"Kentucky",2172,2018,0,NA,0,0
"22585",22585,22717,8192,"Missouri",2172,2018,0,NA,0,0
"22586",22586,22718,8192,"Minnesota",2172,2018,0,NA,0,0
"22587",22587,22719,8192,"Virginia",2172,2018,0,NA,0,0
"22588",22588,22720,8192,"Pennsylvania",2172,2018,0,NA,0,0
"22589",22589,22721,8192,"Nevada",2172,2018,0,NA,0,0
"22590",22590,22722,8192,"United Kingdom",2172,2018,1,42.4,0,0
"22591",22591,22723,8192,"Luxembourg",2172,2018,1,58.2,0,1
"22592",22592,22724,8192,"Texas",2172,2018,0,NA,0,0
"22593",22593,22725,8192,"California",2172,2018,0,NA,0,0
"22594",22594,22726,8192,"New York",2172,2018,0,NA,0,0
"22595",22595,22727,8192,"Mexico",2172,2018,1,54.4,0,0
"22596",22596,22728,8192,"Oregon",2172,2018,0,NA,0,0
"22597",22597,22729,8192,"Michigan",2172,2018,0,NA,0,0
"22598",22598,22730,8192,"Idaho",2172,2018,0,NA,0,0
"22599",22599,22731,8192,"Japan",2172,2018,1,60.5,1,0
"22600",22600,22732,8192,"Jersey",2172,2018,1,65.5,1,1
"22601",22601,22733,8192,"Wisconsin",2172,2018,0,NA,0,0
"22602",22602,22734,8192,"Arizona",2172,2018,0,NA,0,0
"22603",22603,22735,8192,"Bermuda",2172,2018,1,73.1,1,1
