"","X","Index","CIK","Locations","URL","Year","IsSecrecyHaven","SecHavenScore","SecrecyHavenStatus","TaxHeavenStaus"
"1",1,1,1000209,"New York",1,2018,0,NA,0,0
"2",2,2,1000209,"Minnesota",1,2018,0,NA,0,0
"3",3,3,1000209,"Utah",1,2018,0,NA,0,0
"4",4,4,1000209,"Delaware",1,2018,0,NA,0,0
"5",5,5,1000228,"Utah",2,2018,0,NA,0,0
"6",6,6,1000228,"Delaware",2,2018,0,NA,0,0
"7",7,8,1000228,"United Kingdom",2,2018,1,42.4,0,0
"8",8,9,1000228,"Switzerland",2,2018,1,76.5,1,1
"9",9,10,1000228,"Canada",2,2018,1,54.8,0,0
"10",10,11,1000228,"Germany",2,2018,1,59.1,0,0
"11",11,12,1000623,"Brazil",3,2018,1,49,0,0
"12",12,13,1000623,"Delaware",3,2018,0,NA,0,0
"13",13,14,1000623,"France",3,2018,1,51.7,0,0
"14",14,15,1000623,"Luxembourg",3,2018,1,58.2,0,1
"15",15,16,1000623,"Canada",3,2018,1,54.8,0,0
"16",16,17,1000623,"Philippines",3,2018,1,65.4,1,0
"17",17,18,1000623,"Poland",3,2018,1,57.4,0,0
"18",18,19,1000623,"Russia",3,2018,1,64,1,0
"19",19,20,1000623,"United Kingdom",3,2018,1,42.4,0,0
"20",20,21,1000623,"Hong Kong",3,2018,1,71.1,1,1
"21",21,22,1000623,"Singapore",3,2018,1,67.1,1,1
"22",22,23,1000623,"Germany",3,2018,1,59.1,0,0
"23",23,24,1000623,"Belgium",3,2018,1,44,0,0
"24",24,25,1000623,"China",3,2018,1,60.1,1,0
"25",25,26,1000623,"Spain",3,2018,1,47.7,0,0
"26",26,27,1000694,"Sweden",4,2018,1,45.5,0,0
"27",27,28,1000753,"Delaware",6,2018,0,NA,0,0
"28",28,29,1000753,"California",6,2018,0,NA,0,0
"29",29,30,1000753,"Texas",6,2018,0,NA,0,0
"30",30,31,1000753,"Bermuda",6,2018,1,73.1,1,1
"31",31,33,1001082,"Colorado",7,2018,0,NA,0,0
"32",32,34,1001838,"Mexico",8,2018,1,54.4,0,0
"33",33,35,1001838,"Delaware",8,2018,0,NA,0,0
"34",34,36,1001838,"Peru",8,2018,0,NA,0,0
"35",35,37,1002910,"Delaware",9,2018,0,NA,0,0
"36",36,38,1002910,"Illinois",9,2018,0,NA,0,0
"37",37,39,1002910,"Missouri",9,2018,0,NA,0,0
"38",38,40,1003201,"Maryland",10,2018,0,NA,0,0
"39",39,41,1003201,"Cayman Islands",10,2018,1,72.3,1,1
"40",40,42,1003201,"Delaware",10,2018,0,NA,0,0
"41",41,43,1003201,"Florida",10,2018,0,NA,0,0
"42",42,44,1003410,"Georgia",11,2018,1,NA,0,0
"43",43,44,1003410,"Georgia",11,2018,1,NA,0,0
"44",44,45,1003410,"India",11,2018,1,51.9,0,0
"45",45,47,1003410,"Ohio",11,2018,0,NA,0,0
"46",46,48,1003410,"Delaware",11,2018,0,NA,0,0
"47",47,50,1003410,"Jersey",11,2018,1,65.5,1,1
"48",48,51,1003642,"California",12,2018,0,NA,0,0
"49",49,52,1003642,"Delaware",12,2018,0,NA,0,0
"50",50,53,1003642,"Ireland",12,2018,1,50.7,0,1
"51",51,54,1003642,"Netherlands",12,2018,1,66,1,0
"52",52,56,100517,"Delaware",14,2018,0,NA,0,0
"53",53,57,100517,"Vermont",14,2018,0,NA,0,0
"54",54,58,100517,"Mexico",14,2018,1,54.4,0,0
"55",55,59,100517,"England",14,2018,0,NA,0,0
"56",56,60,100517,"Netherlands",14,2018,1,66,1,0
"57",57,61,100517,"Cayman Islands",14,2018,1,72.3,1,1
"58",58,62,100517,"Wisconsin",14,2018,0,NA,0,0
"59",59,63,1005201,"Delaware",15,2018,0,NA,0,0
"60",60,64,1005201,"Bermuda",15,2018,1,73.1,1,1
"61",61,65,1005757,"California",16,2018,0,NA,0,0
"62",62,66,1005757,"Delaware",16,2018,0,NA,0,0
"63",63,67,1005757,"New Zealand",16,2018,1,56.2,0,0
"64",64,68,1005757,"Singapore",16,2018,1,67.1,1,1
"65",65,69,1005757,"Malaysia",16,2018,0,NA,0,0
"66",66,70,1005757,"Africa",16,2018,0,NA,0,0
"67",67,71,1005757,"Sweden",16,2018,1,45.5,0,0
"68",68,72,1005757,"United Kingdom",16,2018,1,42.4,0,0
"69",69,73,1005757,"Mexico",16,2018,1,54.4,0,0
"70",70,74,1005757,"India",16,2018,1,51.9,0,0
"71",71,75,1005757,"Spain",16,2018,1,47.7,0,0
"72",72,76,1005757,"Canada",16,2018,1,54.8,0,0
"73",73,77,1005757,"Ireland",16,2018,1,50.7,0,1
"74",74,78,1005757,"Niger",16,2018,0,NA,0,0
"75",75,79,1005757,"France",16,2018,1,51.7,0,0
"76",76,80,1005757,"Denmark",16,2018,1,52.5,0,0
"77",77,81,1005757,"Germany",16,2018,1,59.1,0,0
"78",78,82,1005757,"Brazil",16,2018,1,49,0,0
"79",79,83,1005757,"Italy",16,2018,1,49.5,0,0
"80",80,84,1005757,"United Arab Emirates",16,2018,0,NA,0,0
"81",81,85,1005757,"Indonesia",16,2018,1,61.5,1,0
"82",82,86,1005757,"Uruguay",16,2018,1,60.8,1,1
"83",83,87,1005757,"Jersey",16,2018,1,65.5,1,1
"84",84,88,1005757,"Colombia",16,2018,0,NA,0,0
"85",85,89,1006269,"Delaware",17,2018,0,NA,0,0
"86",86,90,1006269,"Netherlands",17,2018,1,66,1,0
"87",87,91,1006269,"Canada",17,2018,1,54.8,0,0
"88",88,92,1006837,"Delaware",18,2018,0,NA,0,0
"89",89,93,1006837,"Florida",18,2018,0,NA,0,0
"90",90,94,1006837,"Panama",18,2018,1,76.6,1,1
"91",91,95,1006837,"Canada",18,2018,1,54.8,0,0
"92",92,96,1006837,"Singapore",18,2018,1,67.1,1,1
"93",93,97,1006837,"United Kingdom",18,2018,1,42.4,0,0
"94",94,98,1006837,"Arizona",18,2018,0,NA,0,0
"95",95,99,1006837,"Thailand",18,2018,1,79.9,1,0
"96",96,100,1006837,"Philippines",18,2018,1,65.4,1,0
"97",97,101,1006837,"New Zealand",18,2018,1,56.2,0,0
"98",98,102,1006837,"New York",18,2018,0,NA,0,0
"99",99,103,1006837,"Texas",18,2018,0,NA,0,0
"100",100,104,1006837,"Germany",18,2018,1,59.1,0,0
"101",101,105,1006837,"Bermuda",18,2018,1,73.1,1,1
"102",102,106,1006837,"Netherlands",18,2018,1,66,1,0
"103",103,107,1006837,"Guernsey",18,2018,1,72.5,1,0
"104",104,108,1006837,"Italy",18,2018,1,49.5,0,0
"105",105,109,1007019,"Washington",19,2018,0,NA,0,0
"106",106,110,1007330,"Georgia",20,2018,1,NA,0,0
"107",107,110,1007330,"Georgia",20,2018,1,NA,0,0
"108",108,111,1007330,"India",20,2018,1,51.9,0,0
"109",109,112,1007330,"Mexico",20,2018,1,54.4,0,0
"110",110,113,1007330,"Argentina",20,2018,0,NA,0,0
"111",111,114,1007330,"Brazil",20,2018,1,49,0,0
"112",112,115,1007330,"Singapore",20,2018,1,67.1,1,1
"113",113,116,1007330,"China",20,2018,1,60.1,1,0
"114",114,117,1007330,"Czech Republic",20,2018,1,52.9,0,0
"115",115,118,1007330,"Delaware",20,2018,0,NA,0,0
"116",116,119,1007330,"Texas",20,2018,0,NA,0,0
"117",117,120,1007330,"Jersey",20,2018,1,65.5,1,1
"118",118,121,1007330,"United Kingdom",20,2018,1,42.4,0,0
"119",119,122,1007330,"Canada",20,2018,1,54.8,0,0
"120",120,123,1007330,"Germany",20,2018,1,59.1,0,0
"121",121,124,1007330,"Netherlands",20,2018,1,66,1,0
"122",122,125,1007330,"Colombia",20,2018,0,NA,0,0
"123",123,126,1007330,"Sweden",20,2018,1,45.5,0,0
"124",124,127,1007330,"Venezuela",20,2018,1,68.5,1,0
"125",125,128,1007330,"Poland",20,2018,1,57.4,0,0
"126",126,129,1007587,"United Kingdom",21,2018,1,42.4,0,0
"127",127,130,1007587,"Belgium",21,2018,1,44,0,0
"128",128,131,1007587,"Denmark",21,2018,1,52.5,0,0
"129",129,132,1007587,"Hong Kong",21,2018,1,71.1,1,1
"130",130,133,1007587,"Singapore",21,2018,1,67.1,1,1
"131",131,134,1007587,"India",21,2018,1,51.9,0,0
"132",132,135,100826,"Delaware",22,2018,0,NA,0,0
"133",133,136,100826,"Illinois",22,2018,0,NA,0,0
"134",134,137,100826,"Missouri",22,2018,0,NA,0,0
"135",135,138,100885,"Delaware",23,2018,0,NA,0,0
"136",136,139,1009672,"China",24,2018,1,60.1,1,0
"137",137,140,1009672,"Us",24,2018,1,59.8,0,0
"138",138,141,1009829,"China",25,2018,1,60.1,1,0
"139",139,142,1009829,"Hong Kong",25,2018,1,71.1,1,1
"140",140,143,1009829,"Canada",25,2018,1,54.8,0,0
"141",141,144,1009829,"United Kingdom",25,2018,1,42.4,0,0
"142",142,145,1009829,"France",25,2018,1,51.7,0,0
"143",143,146,1009829,"Germany",25,2018,1,59.1,0,0
"144",144,147,1009829,"Spain",25,2018,1,47.7,0,0
"145",145,148,1009829,"Delaware",25,2018,0,NA,0,0
"146",146,149,1009829,"Mexico",25,2018,1,54.4,0,0
"147",147,150,1009829,"Ohio",25,2018,0,NA,0,0
"148",148,151,1009829,"Jersey",25,2018,1,65.5,1,1
"149",149,152,1010612,"Costa Rica",26,2018,1,68.7,1,1
"150",150,153,1010612,"Delaware",26,2018,0,NA,0,0
"151",151,154,1010612,"Denmark",26,2018,1,52.5,0,0
"152",152,155,1010612,"Egypt",26,2018,0,NA,0,0
"153",153,156,1010612,"El Salvador",26,2018,0,NA,0,0
"154",154,157,1010612,"Finland",26,2018,1,52.7,0,0
"155",155,158,1010612,"Florida",26,2018,0,NA,0,0
"156",156,159,1010612,"Germany",26,2018,1,59.1,0,0
"157",157,160,1010612,"Hungary",26,2018,1,54.7,0,0
"158",158,161,1010612,"India",26,2018,1,51.9,0,0
"159",159,162,1010612,"Italy",26,2018,1,49.5,0,0
"160",160,163,1010612,"Luxembourg",26,2018,1,58.2,0,1
"161",161,164,1010612,"Mauritius",26,2018,1,72.4,1,1
"162",162,165,1010612,"Mexico",26,2018,1,54.4,0,0
"163",163,166,1010612,"Brazil",26,2018,1,49,0,0
"164",164,167,1010612,"Norway",26,2018,1,51.6,0,0
"165",165,168,1010612,"Scotland",26,2018,0,NA,0,0
"166",166,169,1010612,"Slovakia",26,2018,1,54.9,0,0
"167",167,170,1010612,"Sweden",26,2018,1,45.5,0,0
"168",168,171,1010612,"Netherlands",26,2018,1,66,1,0
"169",169,172,1010612,"China",26,2018,1,60.1,1,0
"170",170,173,1010612,"Philippines",26,2018,1,65.4,1,0
"171",171,174,1010612,"Utah",26,2018,0,NA,0,0
"172",172,175,1010612,"Canada",26,2018,1,54.8,0,0
"173",173,176,1010612,"Colombia",26,2018,0,NA,0,0
"174",174,177,1010858,"Michigan",27,2018,0,NA,0,0
"175",175,178,1010858,"Canada",27,2018,1,54.8,0,0
"176",176,179,1010858,"Ohio",27,2018,0,NA,0,0
"177",177,180,1010858,"Delaware",27,2018,0,NA,0,0
"178",178,181,1010858,"Denmark",27,2018,1,52.5,0,0
"179",179,182,1010858,"Texas",27,2018,0,NA,0,0
"180",180,183,1010858,"China",27,2018,1,60.1,1,0
"181",181,184,1010858,"Minnesota",27,2018,0,NA,0,0
"182",182,185,1010858,"Mexico",27,2018,1,54.4,0,0
"183",183,186,1011432,"California",28,2018,0,NA,0,0
"184",184,187,1011432,"Texas",28,2018,0,NA,0,0
"185",185,188,1011509,"Luxembourg",29,2018,1,58.2,0,1
"186",186,189,1011509,"Spain",29,2018,1,47.7,0,0
"187",187,190,1011509,"Argentina",29,2018,0,NA,0,0
"188",188,191,1011509,"Canada",29,2018,1,54.8,0,0
"189",189,192,1011509,"Mexico",29,2018,1,54.4,0,0
"190",190,193,1011570,"Delaware",30,2018,0,NA,0,0
"191",191,194,1011570,"Hong Kong",30,2018,1,71.1,1,1
"192",192,195,1011570,"China",30,2018,1,60.1,1,0
"193",193,196,1011570,"Netherlands",30,2018,1,66,1,0
"194",194,197,1011570,"Italy",30,2018,1,49.5,0,0
"195",195,198,1011570,"England",30,2018,0,NA,0,0
"196",196,199,1011570,"Mexico",30,2018,1,54.4,0,0
"197",197,200,1011570,"France",30,2018,1,51.7,0,0
"198",198,201,1011570,"Germany",30,2018,1,59.1,0,0
"199",199,202,1011570,"Canada",30,2018,1,54.8,0,0
"200",200,203,1011570,"Belgium",30,2018,1,44,0,0
"201",201,204,1011570,"Singapore",30,2018,1,67.1,1,1
"202",202,205,1011570,"Illinois",30,2018,0,NA,0,0
"203",203,206,1011570,"Brazil",30,2018,1,49,0,0
"204",204,207,1011570,"Europe",30,2018,0,NA,0,0
"205",205,208,1011570,"Denmark",30,2018,1,52.5,0,0
"206",206,209,1011570,"New York",30,2018,0,NA,0,0
"207",207,210,1011570,"Ireland",30,2018,1,50.7,0,1
"208",208,211,101199,"Jersey",31,2018,1,65.5,1,1
"209",209,212,101199,"Texas",31,2018,0,NA,0,0
"210",210,213,101199,"Iowa",31,2018,0,NA,0,0
"211",211,214,101199,"Louisiana",31,2018,0,NA,0,0
"212",212,215,101199,"California",31,2018,0,NA,0,0
"213",213,216,101199,"Pennsylvania",31,2018,0,NA,0,0
"214",214,217,1012100,"France",32,2018,1,51.7,0,0
"215",215,218,1012100,"Delaware",32,2018,0,NA,0,0
"216",216,219,1012100,"Japan",32,2018,1,60.5,1,0
"217",217,220,1012100,"Korea",32,2018,1,59,0,0
"218",218,221,1012100,"Ireland",32,2018,1,50.7,0,1
"219",219,222,1012100,"United Kingdom",32,2018,1,42.4,0,0
"220",220,223,1012100,"Luxembourg",32,2018,1,58.2,0,1
"221",221,224,1012100,"Malaysia",32,2018,0,NA,0,0
"222",222,225,1012100,"Germany",32,2018,1,59.1,0,0
"223",223,226,1012100,"Netherlands",32,2018,1,66,1,0
"224",224,227,1012100,"Nevada",32,2018,0,NA,0,0
"225",225,228,1012100,"New Zealand",32,2018,1,56.2,0,0
"226",226,229,1012100,"Norway",32,2018,1,51.6,0,0
"227",227,230,1012100,"Finland",32,2018,1,52.7,0,0
"228",228,231,1012100,"China",32,2018,1,60.1,1,0
"229",229,232,1012100,"India",32,2018,1,51.9,0,0
"230",230,233,1012100,"Spain",32,2018,1,47.7,0,0
"231",231,234,1012100,"Thailand",32,2018,1,79.9,1,0
"232",232,235,1012100,"Turkey",32,2018,1,68,1,0
"233",233,236,1012100,"Peru",32,2018,0,NA,0,0
"234",234,237,1012100,"Philippines",32,2018,1,65.4,1,0
"235",235,238,1012100,"Poland",32,2018,1,57.4,0,0
"236",236,239,1012100,"Singapore",32,2018,1,67.1,1,1
"237",237,240,1012100,"Italy",32,2018,1,49.5,0,0
"238",238,241,1012100,"Czech Republic",32,2018,1,52.9,0,0
"239",239,242,1012100,"Africa",32,2018,0,NA,0,0
"240",240,243,1012100,"Sweden",32,2018,1,45.5,0,0
"241",241,244,1012100,"Taiwan",32,2018,1,75.8,1,0
"242",242,245,1012100,"Uruguay",32,2018,1,60.8,1,1
"243",243,246,1012100,"Portugal",32,2018,0,NA,0,0
"244",244,247,1012100,"Costa Rica",32,2018,1,68.7,1,1
"245",245,248,1012100,"Mexico",32,2018,1,54.4,0,0
"246",246,249,1012100,"Switzerland",32,2018,1,76.5,1,1
"247",247,250,1012100,"Vermont",32,2018,0,NA,0,0
"248",248,251,1012100,"South Africa",32,2018,1,56.1,0,0
"249",249,252,1012100,"Argentina",32,2018,0,NA,0,0
"250",250,253,1012100,"Barbados",32,2018,1,73.9,1,1
"251",251,254,1012100,"Belgium",32,2018,1,44,0,0
"252",252,255,1012100,"Canada",32,2018,1,54.8,0,0
"253",253,256,1012100,"Guatemala",32,2018,1,73.1,1,0
"254",254,257,1012100,"Chile",32,2018,1,61.6,1,0
"255",255,258,1012100,"Colombia",32,2018,0,NA,0,0
"256",256,259,1012100,"Denmark",32,2018,1,52.5,0,0
"257",257,260,1012100,"Venezuela",32,2018,1,68.5,1,0
"258",258,261,1012100,"Brazil",32,2018,1,49,0,0
"259",259,262,1012100,"Us",32,2018,1,59.8,0,0
"260",260,263,1012100,"United Arab Emirates",32,2018,0,NA,0,0
"261",261,264,1012100,"Greece",32,2018,1,57.9,0,0
"262",262,265,1012100,"Australia",32,2018,1,51.2,0,0
"263",263,266,1012100,"Hong Kong",32,2018,1,71.1,1,1
"264",264,267,1012100,"Indonesia",32,2018,1,61.5,1,0
"265",265,268,1012100,"Hungary",32,2018,1,54.7,0,0
"266",266,269,1012100,"Israel",32,2018,1,63.3,1,0
"267",267,270,1012477,"Delaware",33,2018,0,NA,0,0
"268",268,271,1012477,"Ireland",33,2018,1,50.7,0,1
"269",269,272,1012477,"Cayman Islands",33,2018,1,72.3,1,1
"270",270,273,1012477,"France",33,2018,1,51.7,0,0
"271",271,274,1012477,"United States ",33,2018,0,59.8,0,0
"272",272,275,1012620,"Wyoming",34,2018,0,NA,0,0
"273",273,276,1012620,"Delaware",34,2018,0,NA,0,0
"274",274,277,1012620,"Michigan",34,2018,0,NA,0,0
"275",275,278,1012620,"Canada",34,2018,1,54.8,0,0
"276",276,279,1012620,"Poland",34,2018,1,57.4,0,0
"277",277,280,1012620,"Tennessee",34,2018,0,NA,0,0
"278",278,281,1012620,"Kansas",34,2018,0,NA,0,0
"279",279,282,1012620,"England",34,2018,0,NA,0,0
"280",280,283,1012620,"Mississippi",34,2018,0,NA,0,0
"281",281,284,1012620,"North Carolina",34,2018,0,NA,0,0
"282",282,285,1012620,"Maryland",34,2018,0,NA,0,0
"283",283,286,1012620,"Alabama",34,2018,0,NA,0,0
"284",284,288,1012620,"Georgia",34,2018,1,NA,0,0
"285",285,288,1012620,"Georgia",34,2018,1,NA,0,0
"286",286,289,1012620,"Virginia",34,2018,0,NA,0,0
"287",287,290,1012620,"Pennsylvania",34,2018,0,NA,0,0
"288",288,291,1012620,"Ohio",34,2018,0,NA,0,0
"289",289,292,1012620,"Minnesota",34,2018,0,NA,0,0
"290",290,293,1012620,"Florida",34,2018,0,NA,0,0
"291",291,294,1012620,"Texas",34,2018,0,NA,0,0
"292",292,295,1012620,"New York",34,2018,0,NA,0,0
"293",293,296,1012620,"Rhode Island",34,2018,0,NA,0,0
"294",294,297,1012620,"Netherlands",34,2018,1,66,1,0
"295",295,298,1012620,"Australia",34,2018,1,51.2,0,0
"296",296,299,1012620,"Belgium",34,2018,1,44,0,0
"297",297,300,1012620,"California",34,2018,0,NA,0,0
"298",298,301,1012620,"Arizona",34,2018,0,NA,0,0
"299",299,302,1012620,"South Carolina",34,2018,0,NA,0,0
"300",300,303,1012620,"India",34,2018,1,51.9,0,0
"301",301,304,1012620,"Wisconsin",34,2018,0,NA,0,0
"302",302,305,1012620,"Utah",34,2018,0,NA,0,0
"303",303,306,1012620,"Kentucky",34,2018,0,NA,0,0
"304",304,307,1012620,"Germany",34,2018,1,59.1,0,0
"305",305,308,1012620,"Scotland",34,2018,0,NA,0,0
"306",306,309,1012620,"Marshall Islands",34,2018,1,72.9,1,1
"307",307,310,1012620,"Mexico",34,2018,1,54.4,0,0
"308",308,311,1012771,"Iowa",35,2018,0,NA,0,0
"309",309,312,1012771,"Colorado",35,2018,0,NA,0,0
"310",310,313,1013272,"Pennsylvania",36,2018,0,NA,0,0
"311",311,314,1013462,"Germany",37,2018,1,59.1,0,0
"312",312,315,1013462,"Hong Kong",37,2018,1,71.1,1,1
"313",313,316,1013462,"India",37,2018,1,51.9,0,0
"314",314,317,1013462,"Israel",37,2018,1,63.3,1,0
"315",315,318,1013462,"Italy",37,2018,1,49.5,0,0
"316",316,319,1013462,"Japan",37,2018,1,60.5,1,0
"317",317,320,1013462,"Korea",37,2018,1,59,0,0
"318",318,321,1013462,"California",37,2018,0,NA,0,0
"319",319,322,1013462,"Luxembourg",37,2018,1,58.2,0,1
"320",320,323,1013462,"China",37,2018,1,60.1,1,0
"321",321,324,1013462,"Singapore",37,2018,1,67.1,1,1
"322",322,325,1013462,"Spain",37,2018,1,47.7,0,0
"323",323,326,1013462,"Sweden",37,2018,1,45.5,0,0
"324",324,327,1013462,"Delaware",37,2018,0,NA,0,0
"325",325,328,1013462,"Switzerland",37,2018,1,76.5,1,1
"326",326,329,1013462,"Taiwan",37,2018,1,75.8,1,0
"327",327,330,1013462,"United Kingdom",37,2018,1,42.4,0,0
"328",328,331,1013462,"North Carolina",37,2018,0,NA,0,0
"329",329,332,1013462,"Barbados",37,2018,1,73.9,1,1
"330",330,333,1013462,"Belgium",37,2018,1,44,0,0
"331",331,334,1013462,"Canada",37,2018,1,54.8,0,0
"332",332,335,1013462,"France",37,2018,1,51.7,0,0
"333",333,336,1013606,"Delaware",38,2018,0,NA,0,0
"334",334,337,1013606,"Cayman Islands",38,2018,1,72.3,1,1
"335",335,338,1013606,"Korea",38,2018,1,59,0,0
"336",336,339,1013606,"New Zealand",38,2018,1,56.2,0,0
"337",337,340,1013606,"Bermuda",38,2018,1,73.1,1,1
"338",338,341,101382,"Kansas",39,2018,0,NA,0,0
"339",339,342,101382,"Delaware",39,2018,0,NA,0,0
"340",340,343,101382,"Colorado",39,2018,0,NA,0,0
"341",341,344,101382,"Arizona",39,2018,0,NA,0,0
"342",342,345,101382,"Missouri",39,2018,0,NA,0,0
"343",343,346,101382,"Wisconsin",39,2018,0,NA,0,0
"344",344,347,1013857,"Delaware",40,2018,0,NA,0,0
"345",345,348,1013857,"Netherlands",40,2018,1,66,1,0
"346",346,349,1013857,"France",40,2018,1,51.7,0,0
"347",347,350,1013857,"Germany",40,2018,1,59.1,0,0
"348",348,351,1013857,"United Kingdom",40,2018,1,42.4,0,0
"349",349,352,1013857,"Poland",40,2018,1,57.4,0,0
"350",350,353,1013857,"India",40,2018,1,51.9,0,0
"351",351,354,1013871,"Us",41,2018,1,59.8,0,0
"352",352,355,1013871,"Louisiana",41,2018,0,NA,0,0
"353",353,356,1013871,"Washington",41,2018,0,NA,0,0
"354",354,357,1013871,"Delaware",41,2018,0,NA,0,0
"355",355,359,1013871,"Foreign",41,2018,0,NA,0,0
"356",356,360,1013880,"Brazil",42,2018,1,49,0,0
"357",357,361,1013880,"Netherlands",42,2018,1,66,1,0
"358",358,362,1013880,"Us",42,2018,1,59.8,0,0
"359",359,363,1013880,"Mexico",42,2018,1,54.4,0,0
"360",360,364,1013880,"New Zealand",42,2018,1,56.2,0,0
"361",361,365,1013880,"Canada",42,2018,1,54.8,0,0
"362",362,366,1013880,"India",42,2018,1,51.9,0,0
"363",363,367,1013880,"England",42,2018,0,NA,0,0
"364",364,368,1013880,"Bulgaria",42,2018,1,54.2,0,0
"365",365,369,1013934,"Maryland",43,2018,0,NA,0,0
"366",366,370,1013934,"Delaware",43,2018,0,NA,0,0
"367",367,371,1013934,"Minnesota",43,2018,0,NA,0,0
"368",368,372,1014473,"Delaware",44,2018,0,NA,0,0
"369",369,373,1014473,"Switzerland",44,2018,1,76.5,1,1
"370",370,374,1014473,"China",44,2018,1,60.1,1,0
"371",371,375,1014473,"Israel",44,2018,1,63.3,1,0
"372",372,376,1014473,"Netherlands",44,2018,1,66,1,0
"373",373,377,1014473,"India",44,2018,1,51.9,0,0
"374",374,378,1014473,"Spain",44,2018,1,47.7,0,0
"375",375,379,1014473,"United Kingdom",44,2018,1,42.4,0,0
"376",376,380,1014473,"Washington",44,2018,0,NA,0,0
"377",377,381,1014473,"Tuvalu",44,2018,0,NA,0,0
"378",378,382,1014473,"Brazil",44,2018,1,49,0,0
"379",379,383,1014473,"Cayman Islands",44,2018,1,72.3,1,1
"380",380,385,1014739,"New York",45,2018,0,NA,0,0
"381",381,386,1014739,"Ohio",45,2018,0,NA,0,0
"382",382,387,1014739,"Minnesota",45,2018,0,NA,0,0
"383",383,388,1014739,"Delaware",45,2018,0,NA,0,0
"384",384,389,1015155,"North Carolina",46,2018,0,NA,0,0
"385",385,390,1015155,"Hong Kong",46,2018,1,71.1,1,1
"386",386,392,1015328,"Illinois",47,2018,0,NA,0,0
"387",387,393,1015328,"Wisconsin",47,2018,0,NA,0,0
"388",388,394,1015328,"Delaware",47,2018,0,NA,0,0
"389",389,395,1015328,"Canada",47,2018,1,54.8,0,0
"390",390,396,1015780,"Delaware",49,2018,0,NA,0,0
"391",391,397,1015780,"Philippines",49,2018,1,65.4,1,0
"392",392,398,1015780,"Canada",49,2018,1,54.8,0,0
"393",393,399,1015780,"Nevada",49,2018,0,NA,0,0
"394",394,400,1015780,"Hong Kong",49,2018,1,71.1,1,1
"395",395,401,1015780,"Netherlands",49,2018,1,66,1,0
"396",396,402,1016281,"California",50,2018,0,NA,0,0
"397",397,403,1016281,"Connecticut",50,2018,0,NA,0,0
"398",398,404,1016281,"Ohio",50,2018,0,NA,0,0
"399",399,405,1016281,"Mexico",50,2018,1,54.4,0,0
"400",400,406,1016281,"Texas",50,2018,0,NA,0,0
"401",401,407,1016281,"Oklahoma",50,2018,0,NA,0,0
"402",402,408,1016281,"Nevada",50,2018,0,NA,0,0
"403",403,409,1016281,"Delaware",50,2018,0,NA,0,0
"404",404,410,1016281,"Maryland",50,2018,0,NA,0,0
"405",405,411,1016281,"Idaho",50,2018,0,NA,0,0
"406",406,412,1016281,"Louisiana",50,2018,0,NA,0,0
"407",407,413,1016281,"Michigan",50,2018,0,NA,0,0
"408",408,414,1016281,"Kentucky",50,2018,0,NA,0,0
"409",409,415,1017491,"Delaware",51,2018,0,NA,0,0
"410",410,416,101778,"Delaware",52,2018,0,NA,0,0
"411",411,417,101778,"Guinea",52,2018,0,NA,0,0
"412",412,418,101778,"Bahamas",52,2018,1,84.5,1,1
"413",413,419,101778,"Cayman Islands",52,2018,1,72.3,1,1
"414",414,420,101778,"Texas",52,2018,0,NA,0,0
"415",415,421,101778,"Ohio",52,2018,0,NA,0,0
"416",416,422,101778,"Netherlands",52,2018,1,66,1,0
"417",417,423,101778,"Barbados",52,2018,1,73.9,1,1
"418",418,424,101778,"Mexico",52,2018,1,54.4,0,0
"419",419,425,101778,"Michigan",52,2018,0,NA,0,0
"420",420,426,1017907,"Texas",53,2018,0,NA,0,0
"421",421,427,1017907,"Georgia",53,2018,1,NA,0,0
"422",422,427,1017907,"Georgia",53,2018,1,NA,0,0
"423",423,428,1017907,"Tennessee",53,2018,0,NA,0,0
"424",424,429,1017907,"Delaware",53,2018,0,NA,0,0
"425",425,430,1017907,"Turks and Caicos Islands",53,2018,1,76.8,1,0
"426",426,431,1017968,"Us",54,2018,1,59.8,0,0
"427",427,432,1018164,"Delaware",55,2018,0,NA,0,0
"428",428,433,1018164,"Ireland",55,2018,1,50.7,0,1
"429",429,434,1018164,"Singapore",55,2018,1,67.1,1,1
"430",430,435,1018164,"United Kingdom",55,2018,1,42.4,0,0
"431",431,436,1018164,"France",55,2018,1,51.7,0,0
"432",432,437,1018164,"China",55,2018,1,60.1,1,0
"433",433,438,1018254,"California",56,2018,0,NA,0,0
"434",434,439,1018254,"Delaware",56,2018,0,NA,0,0
"435",435,440,1018254,"Florida",56,2018,0,NA,0,0
"436",436,441,1018254,"Texas",56,2018,0,NA,0,0
"437",437,443,1018254,"Virginia",56,2018,0,NA,0,0
"438",438,444,1018254,"Maryland",56,2018,0,NA,0,0
"439",439,445,1018254,"Washington",56,2018,0,NA,0,0
"440",440,446,1018254,"Oregon",56,2018,0,NA,0,0
"441",441,447,1018254,"Ohio",56,2018,0,NA,0,0
"442",442,448,101829,"Georgia",57,2018,1,NA,0,0
"443",443,448,101829,"Georgia",57,2018,1,NA,0,0
"444",444,449,101829,"United Kingdom",57,2018,1,42.4,0,0
"445",445,450,101829,"Switzerland",57,2018,1,76.5,1,1
"446",446,451,101829,"Canada",57,2018,1,54.8,0,0
