CIK,CompanyName,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Category
707605,AMERISERV FINANCIAL INC/PA,1160.68,1062.703,NA,NA,13.348,NA,1.614,"Finance, Insurance, And Real Estate"
1745916,PENNYMAC FINANCIAL SERVICES,7478.573,5824.782,NA,NA,33.374,0,23.254,"Finance, Insurance, And Real Estate"
863110,ARTESIAN RESOURCES  -CL A,529.83,376.579,NA,NA,502.527,0,4.991,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1373707,TETRAPHASE PHARMACEUTICALS,122.944,43.262,-61.046,-11.112,1.121,0,0,Manufacturing
846617,BRIDGE BANCORP INC,4700.744,4246.914,NA,NA,35.008,NA,9.141,"Finance, Insurance, And Real Estate"
1564618,INDEPENDENT BK GRP INC,9849.965,8243.532,NA,NA,167.866,NA,31.738,"Finance, Insurance, And Real Estate"
736772,CNB FINANCIAL CORP/PA,3221.521,2958.691,NA,NA,49.92,NA,6.51,"Finance, Insurance, And Real Estate"
1118417,MODEL N INC,166.153,126.119,-31.312,3.078,2.146,0.439,-0.027,Services
1509190,ARATANA THERAPEUTICS,106.436,5.614,-14.398,-0.324,0.693,0,0,Manufacturing
1407067,FRANKLIN FINL NETWORK INC,4249.439,3876.606,NA,NA,12.371,NA,5.912,"Finance, Insurance, And Real Estate"
1606440,RELIANT BANCORP INC,1724.338,1515.924,NA,NA,22.033,NA,1.372,"Finance, Insurance, And Real Estate"
1569187,ARMADA HOFFLER PROPERTIES,1265.382,809.492,NA,NA,NA,0,-0.029,"Finance, Insurance, And Real Estate"
1562401,AMERICAN HOMES 4 RENT,9001.481,3027.739,NA,NA,44.591,0,0,"Finance, Insurance, And Real Estate"
1509261,REZOLUTE INC,2.503,6.464,NA,NA,0.368,0,0,Manufacturing
1368514,ADMA BIOLOGICS INC,88.876,69.106,NA,NA,30.115,0,0,Manufacturing
1567345,HEMISPHERE MEDIA GROUP INC,501.267,267.868,9.797,-10.323,32.209,1.5,10.271,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1380846,TRISTATE CAPITAL HLDGS INC,6035.655,5556.301,NA,NA,5.126,NA,5.945,"Finance, Insurance, And Real Estate"
806279,CODORUS VALLEY BANCORP,1807.48,1628.734,NA,NA,24.724,NA,5.182,"Finance, Insurance, And Real Estate"
712771,CONNECTONE BANCORP INC,5462.092,4848.165,NA,NA,19.062,NA,10.782,"Finance, Insurance, And Real Estate"
1549084,EKSO BIONICS HOLDINGS INC,17.655,14.927,-24.787,-2.205,2.365,NA,NA,Manufacturing
1362190,AUDIOEYE INC,9.104,3.229,NA,NA,0.108,0,0,Services
1561894,HANNON ARMSTRONG SUST INFR,2154.913,1350.39,NA,NA,NA,NA,2.144,"Finance, Insurance, And Real Estate"
1169652,CHANNELADVISOR CORP,134.269,44.631,-10.552,3.565,12.007,0.141,0.614,Services
1573097,HD SUPPLY HOLDINGS INC,4233,2952,516,10,370,3,135,Wholesale Trade
1560672,ELLINGTON RESIDENTIAL MTG,1675.566,1521.744,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1283699,T-MOBILE US INC,72468,47750,3686,231,23359,25,1029,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1174850,NICOLET BANKSHARES INC,3096.535,2709.183,NA,NA,48.173,NA,13.446,"Finance, Insurance, And Real Estate"
763563,CHEMUNG FINANCIAL CORP,1755.343,1590.314,NA,NA,24.98,NA,4.009,"Finance, Insurance, And Real Estate"
1556593,NEW RESIDENTIAL INV CP,31691.013,25602.718,NA,NA,0,0,-73.431,"Finance, Insurance, And Real Estate"
1476963,HEAT BIOLOGICS INC,37.764,7.521,NA,NA,0.643,0,-0.985,Manufacturing
1478242,IQVIA HOLDINGS INC,22549,15595,-521,849,434,233,59,Services
1572910,PHILLIPS 66 PARTNERS LP,5819,3310,NA,NA,3052,NA,4,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1575515,SPROUTS FARMERS MARKET,1675.614,1086.418,NA,NA,766.429,0,37.26,Retail Trade
1575828,FRANK'S INTL NV,1193.929,159.157,NA,NA,416.49,11.677,-2.95,Mining
1293971,BLUEBIRD BIO INC,2242.844,357.774,-440.473,NA,246.622,0.222,0.187,Manufacturing
1576940,CENTURY COMMUNITIES INC,2254.255,1394.896,NA,NA,33.258,0,32.075,Construction
1540684,BRAZIL MINERALS INC,0.987,2.262,NA,NA,0.774,0,0,Mining
1517228,COMMSCOPE HOLDING CO INC,6630.54,4873.772,63.975,106.737,450.861,64.74,30.495,Manufacturing
810958,CITIZENS & NORTHERN CORP,1290.893,1093.525,NA,NA,14.592,NA,4.25,"Finance, Insurance, And Real Estate"
834285,REPUBLIC FIRST BANCORP INC,2753.297,2508.108,NA,NA,87.661,NA,1.578,"Finance, Insurance, And Real Estate"
1564708,NEWS CORP,16346,5849,-55,-1034,2560,107,355,Manufacturing
1275158,NOODLES & CO,172.032,119.351,-8.689,0,138.774,0,-0.248,Retail Trade
37808,F N B CORP/FL,33102,28494,NA,NA,330,NA,79.523,"Finance, Insurance, And Real Estate"
1375796,TELARIA INC,174.706,120.311,-9.034,-0.206,2.789,0.097,-0.01,Services
1571283,REXFORD INDUS REALTY,2787.685,879.262,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1571776,CHERRY HILL MTG INVST,2153.277,1789.346,NA,NA,0,0,1.388,"Finance, Insurance, And Real Estate"
1567892,MALLINCKRODT PLC,10877.3,7990,-233.7,-3818.3,982,113,-430.1,Manufacturing
1573166,JONES ENERGY INC,405.575,1116.839,NA,NA,273.485,0,-61.841,Mining
1537435,TECOGEN INC,49.904,21.866,NA,NA,11.272,NA,0.033,Manufacturing
1556266,BAT GROUP INC,3.212,0.41,NA,NA,1.64,NA,-0.104,"Finance, Insurance, And Real Estate"
1574540,PHYSICIANS REALTY TR,4142.834,1670.427,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1439222,AGIOS PHARMACEUTICALS,858.457,170.92,-311.159,-34.869,24.32,0,0,Manufacturing
1574596,NEW HOME CO INC,696.097,456.067,NA,NA,11.738,0,-6.075,Construction
1130598,ONCONOVA THERAPEUTICS INC,17.923,12.536,-20.579,0.045,0.009,0.013,-0.124,Manufacturing
1098151,FIDELITY D & D BANCORP INC,981.102,887.545,NA,NA,18.622,NA,2.129,"Finance, Insurance, And Real Estate"
1578735,NATIONAL GENERAL HOLDINGS CP,9439.28,7238.409,201.083,19.925,308.004,1.376,53.484,"Finance, Insurance, And Real Estate"
1023024,ANI PHARMACEUTICALS INC,430.604,233.341,NA,NA,38.09,0,4.557,Manufacturing
1514732,SAEXPLORATION HOLDINGS INC,137.473,122.1,-64.599,-15.672,35.334,-0.19,2.424,Mining
712537,FIRST COMMONWLTH FINL CP/PA,7828.255,6852.866,NA,NA,80.474,NA,25.274,"Finance, Insurance, And Real Estate"
1556364,OWENS REALTY MORTGAGE INC,209.07,17.712,NA,NA,NA,NA,0.559,"Finance, Insurance, And Real Estate"
771999,DOCUMENT SECURITY SYS INC,15.28,7.706,NA,NA,5.015,0,0.017,Services
1259515,CONTROL4 CORP,252.548,46.201,20.553,0.296,9.663,0.308,-22.991,Manufacturing
1567683,CLEARWAY ENERGY INC,8500,6276,NA,NA,5245,NA,62,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1580608,SANTANDER CONSUMER USA HLDGS,43959.855,36941.497,1189.612,2.656,14040.135,0.11,276.342,"Finance, Insurance, And Real Estate"
1665918,US FOODS HOLDING CORP,9186,5957,NA,NA,1842,0,89,Wholesale Trade
1356090,INTREXON CORP,716.177,337.455,-443.337,-92.897,128.874,-0.332,-21.528,Manufacturing
1424929,FOX FACTORY HOLDING CP,485.254,149.767,63.138,27.752,64.788,7.248,5.523,Manufacturing
1575051,CINER RESOURCES LP,434.6,174.5,NA,NA,266.7,0,0,Mining
1581068,BRIXMOR PROPERTY GROUP INC,8242.421,5406.322,NA,NA,13.771,NA,2.641,"Finance, Insurance, And Real Estate"
723646,FRANKLIN FINANCIAL SVCS CORP,1209.587,1091.191,NA,NA,13.521,NA,-0.165,"Finance, Insurance, And Real Estate"
870385,CAROLINA FINANCIAL CORP,3790.748,3215.463,NA,NA,60.866,NA,12.769,"Finance, Insurance, And Real Estate"
1576018,THIRD POINT REINSURANCE LTD,3086.234,1881.66,-273.697,-47.782,0,6.025,-4.01,"Finance, Insurance, And Real Estate"
1433270,ANTERO RESOURCES CORP,15519.464,7031.987,NA,NA,13869.915,0,-128.857,Mining
1581990,PLAINS GP HOLDINGS LP,26830,13511,NA,NA,14802,63,302,Wholesale Trade
1579252,JASON INDUSTRIES INC,503.597,517.537,-33.179,17.914,134.869,5.784,4.052,Manufacturing
1370880,FIREEYE INC,2696.078,2045.684,-119.886,-117.713,89.163,6.502,5.524,Services
1466085,INDEPENDENCE REALTY TRUST,1659.336,1029.291,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1573516,MURPHY USA INC,2360.8,1553.5,NA,NA,1748.2,0,60.3,Retail Trade
706129,HORIZON BANCORP INC,4246.688,3754.696,NA,NA,74.331,NA,10.443,"Finance, Insurance, And Real Estate"
1364954,CHEGG INC,760.938,350.304,-18.617,5.159,59.904,1.374,1.43,Services
1434316,FATE THERAPEUTICS INC,213.032,52.563,NA,NA,5.125,0,0,Manufacturing
1577368,QTS REALTY TRUST INC,2861.969,1565.282,NA,NA,48.8,0.078,-3.368,"Finance, Insurance, And Real Estate"
1581091,RE/MAX HOLDINGS INC,426.84,347.565,52.798,13.366,4.39,3.818,15.799,"Finance, Insurance, And Real Estate"
1477009,GENERAL CANNABIS CORP,10.742,6.191,NA,NA,1.463,0,0,Services
1577916,PREMIER INC,2312.216,818.87,NA,NA,206.693,0,259.234,Wholesale Trade
1384905,RINGCENTRAL INC,894.326,576.717,-29.584,3.521,70.205,0.382,0.14,Services
1584952,EP ENERGY CORP,4181,4780,-1003,0,3774,0,0,Mining
876378,TRANSENTERIX INC,239.307,70.786,-44.744,-20.41,6.337,0,-3.377,Manufacturing
1579298,BURLINGTON STORES INC,3079.172,2756.462,503.29,4.294,1253.705,1.671,92.839,Retail Trade
1561660,PATTERN ENERGY GROUP INC,5294,3135,-158,121,4378,16,32,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1571123,SCIENCE APPLICATIONS INTL CP,4563,3064,NA,NA,103,0,33,Services
857005,PTC INC,2329.022,1454.433,-114.591,143.247,80.613,28.213,-23.331,Services
1448893,ESSENT GROUP LTD,3149.971,784.254,NA,NA,7.629,28.644,79.336,"Finance, Insurance, And Real Estate"
1576427,CRITEO SA,1597.135,629.244,130.723,11.3,184.013,17.078,46.144,Services
1434110,PLEDGE PETROLEUM CORP,0.171,0.103,NA,NA,0.004,NA,NA,Manufacturing
1575965,GAMING & LEISURE PPTYS,8577.293,6311.686,NA,NA,100.884,0,4.964,"Finance, Insurance, And Real Estate"
1195734,POTBELLY CORP,153.215,57.682,-11.381,0.637,87.782,0.02,-2.195,Retail Trade
1411688,CONTAINER STORE GROUP,748.744,484.051,14.397,7.564,152.588,1.16,0.281,Retail Trade
819926,SHARING ECONOMY INTL INC,46.343,10.906,NA,NA,21.563,0,0,Manufacturing
1418091,TWITTER INC,10162.572,3356.978,193.5,230.044,885.078,17.246,-782.052,Services
1474167,COSMOS HOLDINGS INC,20.695,24.012,NA,NA,1.426,NA,0.018,Wholesale Trade
1495932,EXP WORLD HOLDINGS INC,55.846,25.866,NA,NA,2.739,0,0.077,"Finance, Insurance, And Real Estate"
1723128,AMNEAL PHARMACEUTICALS INC,4352.736,3456.373,-138.484,-64.238,544.146,5.721,-1.419,Manufacturing
1491487,TAKUNG ART CO LTD,24.569,14.1,NA,NA,1.446,-0.146,-0.48,Services
1582086,BLUE CAP REINSURANCE,163.3,72.6,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1503802,KARYOPHARM THERAPEUTICS INC,341.192,158.022,-149.692,-28.689,3.863,NA,0.026,Manufacturing
1575311,BROOKFLD DTLA OFFICE TR INV,2795.658,2220.69,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1603291,DOMINION GAS HOLDINGS LLC,12351,7954,NA,NA,8267,NA,86,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1399520,ONE GP HOSPITALITY (THE),55.979,43.917,2.089,2.531,39.347,0.63,0.713,Retail Trade
1586105,EGALET CORP,61.933,173.293,-91.262,-4.192,1.059,0,0,Manufacturing
1578732,MARCUS & MILLICHAP INC,566.38,156.806,119.446,-2.226,19.55,0,29.963,"Finance, Insurance, And Real Estate"
1588972,RECRO PHARMA INC,155.493,174.993,-32.126,-30.161,45.64,0,17.436,Manufacturing
1669779,CAMPING WORLD HOLDINGS INC,2806.687,2773.77,NA,NA,359.855,0,30.79,Retail Trade
790359,N B T BANCORP INC,9556.363,8538.454,NA,NA,78.97,NA,24.436,"Finance, Insurance, And Real Estate"
894671,OHIO VALLEY BANC CORP,1030.493,912.619,NA,NA,14.855,NA,2.255,"Finance, Insurance, And Real Estate"
1562733,SYNERGY CHC CORP,20.011,16.04,NA,NA,0.27,NA,-0.247,Manufacturing
1561743,KINDRED BIOSCIENCES INC,106.482,15.275,NA,NA,26.343,0,0,Manufacturing
1515673,ULTRAGENYX PHARMACEUTICAL,719.558,110.65,-205.44,8.343,20.046,0.5,0.514,Manufacturing
357173,OLD SECOND BANCORP INC/IL,2676.003,2446.922,NA,NA,42.439,NA,9.924,"Finance, Insurance, And Real Estate"
716605,PENNS WOODS BANCORP INC,1684.771,1541.227,NA,NA,27.58,NA,2.819,"Finance, Insurance, And Real Estate"
1581164,EXTENDED STAY AMERICA INC,3924.21,2613.571,254.172,-0.34,3453.632,NA,42.076,Services
1591588,A-MARK PRECIOUS METALS INC,743.001,673.893,-3.446,0.035,8.018,-0.027,0.008,Wholesale Trade
1579157,VINCE HOLDING CORP,234.931,160.831,NA,NA,25.156,0.069,0.054,Manufacturing
1587246,CYPRESS ENERGY PARTNERS LP,152.853,98.566,NA,NA,12.722,-0.027,1.318,Mining
1133869,CAPRICOR THERAPEUTICS INC,9.247,4.631,NA,NA,0.574,0,0,Manufacturing
1591763,ENABLE MIDSTREAM PARTNERS LP,12444,4826,NA,NA,10871,NA,-1,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1442626,BLUEROCK RESIDENTIAL GROWTH,2018.135,1334.32,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
805676,PARK NATIONAL CORP,7804.308,6971.802,NA,NA,59.771,NA,20.912,"Finance, Insurance, And Real Estate"
1412270,CARE.COM INC,268.067,52.847,5.096,2.522,3.423,0.396,-45.272,Services
90498,SIMMONS FIRST NATL CP  -CL A,16543.337,14296.903,NA,NA,295.06,NA,50.358,"Finance, Insurance, And Real Estate"
1590976,MALIBU BOATS INC,365.768,225.897,NA,NA,40.845,0.756,58.418,Manufacturing
1568385,BRIGHT MOUNTAIN MEDIA INC,5.026,1.604,NA,NA,0.005,0,0,Services
852772,DENNYS CORP,335.349,468.694,NA,NA,140.004,1.042,8.557,Retail Trade
821002,G-III APPAREL GROUP LTD,2208.058,1019.049,137.748,46.082,86.407,10.989,45.763,Manufacturing
854560,GREAT SOUTHERN BANCORP,4676.2,4144.223,NA,NA,132.424,NA,14.841,"Finance, Insurance, And Real Estate"
1577670,LADDER CAPITAL CORP,6272.872,4629.237,NA,NA,NA,7.068,6.643,"Finance, Insurance, And Real Estate"
1592480,CONTINENTAL BUILDING PRODS,672.381,344.634,95.573,-0.728,288.368,NA,20.601,Manufacturing
1412486,COCRYSTAL PHARMA INC,68.562,1.674,NA,NA,0.384,0,-13.582,Manufacturing
1399529,DICERNA PHARMACEUTICALS INC,409.041,208.348,NA,NA,2.718,0,0,Manufacturing
1590364,FORTRESS TRANS INFRASTR INVS,2638.778,1584.996,NA,NA,2141.063,0.063,1.372,Services
1580905,INSTALLED BLDG PRODUCTS INC,834.658,652.16,72.186,0,90.117,0,17.438,Construction
1587732,ONE GAS INC,5468.642,3425.986,NA,NA,4283.712,NA,53.531,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1587523,KNOWLES CORP,1547.9,336.3,-34.1,95.2,211.7,11.6,-4.5,Manufacturing
1591670,FARMLAND PARTNERS INC,1139.509,535.968,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1367920,CONCERT PHARMACEUTICLS INC,192.547,24.807,NA,NA,8.919,NA,0.313,Manufacturing
719220,S & T BANCORP INC,7252.221,6316.46,NA,NA,41.73,NA,17.845,"Finance, Insurance, And Real Estate"
1579684,NEW MEDIA INVESTMENT GROUP,1443.864,725.094,NA,NA,339.608,0,1.912,Manufacturing
1593195,TRIBUNE PUBLISHING CO,726.627,313.559,NA,NA,144.963,0.039,-12.723,Manufacturing
799288,LANDS' END INC,1110.911,788.2,16.297,-6.666,149.894,0,-1.959,Retail Trade
1590717,CARETRUST REIT INC,1291.762,523.515,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1042074,CYMABAY THERAPEUTICS INC,186.747,16.329,NA,NA,2.905,0,0,Manufacturing
1409970,LENDINGCLUB CORP,3819.527,2948.546,NA,NA,113.875,0,0.043,"Finance, Insurance, And Real Estate"
1597033,SABRE CORP,5806.381,4832.11,190.291,208.122,790.372,59.743,57.492,Services
883948,ATLANTIC UNION BANKSHRS CRP,13765.599,11841.018,NA,NA,146.967,NA,30.016,"Finance, Insurance, And Real Estate"
1115128,QUOTIENT TECHNOLOGY INC,662.353,282.266,-26.813,-1.023,15.579,0.39,0.482,Services
1583771,CONTRAVIR PHARMACEUTICALS,8.189,6.214,NA,NA,0.032,0,-0.536,Manufacturing
1598968,ANTERO MIDSTREAM PARTNERS LP,3546.417,1854.909,NA,NA,2958.415,0,0,Mining
1433714,CASTLIGHT HEALTH INC,253.514,58.843,-39.706,0,3.963,0,0,Services
827871,EAGLE PHARMACEUTICALS INC,238.603,77.841,NA,NA,2.397,0,2.135,Manufacturing
1707178,COREPOINT LODGING INC,2455,1143,NA,NA,NA,0,21,"Finance, Insurance, And Real Estate"
1635282,RIMINI STREET INC,118.885,270.473,-72.235,6.262,3.634,2.115,1.992,Services
102212,UNIVEST FINANCIAL CORP,4984.347,4360.214,NA,NA,59.559,NA,10.143,"Finance, Insurance, And Real Estate"
1563407,SMART & FINAL STORES INC,1711.918,1403.763,-101.802,2.328,499.009,0.268,12.681,Retail Trade
1580808,A10 NETWORKS INC,235.876,131.993,-29.658,3.123,7.262,0.953,1.082,Manufacturing
1593222,CITY OFFICE REIT INC,1100.431,702.054,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1307748,INVENTRUST PROPERTIES CORP,2536.006,683.692,NA,NA,NA,0,0.03,"Finance, Insurance, And Real Estate"
1599489,VERITIV CORP,2529.7,1986.6,-16.7,6.5,206.7,1.5,5.5,Wholesale Trade
1517022,AKEBIA THERAPEUTICS INC,996.54,360.612,NA,NA,8.023,0,-28.338,Manufacturing
1410384,Q2 HOLDINGS INC,463.72,304.82,-39.36,0.16,34.994,0.083,-3.803,Services
1459417,2U INC,807.354,102.345,-33.339,-9.858,52.299,0,-4.867,Services
1372414,AEROHIVE NETWORKS INC,141.517,123.909,-11.832,-6.345,5.947,0.183,0.16,Manufacturing
1594109,GRUBHUB INC,2065.708,623.369,80.878,0.555,119.495,0.335,2.952,Services
1288847,FIVE9 INC,394.666,251.918,-0.638,0.717,25.885,0.272,0.3,Services
1596967,MOELIS & CO,914.375,542.622,237.92,0.532,12.731,1.393,30.448,"Finance, Insurance, And Real Estate"
1592000,ENLINK MIDSTREAM LLC,10694.1,5710.6,NA,NA,6846.7,NA,18.2,"Transportation, Communications, Electric, Gas, And Sanitary Services"
784011,POPE RESOURCES/DE  -LP,508.249,169.649,NA,NA,478.628,NA,0.104,Services
908311,CIM COMMERICAL TRUST,1342.401,689.393,NA,NA,NA,NA,0.925,"Finance, Insurance, And Real Estate"
1508655,TPG SPECIALTY LENDING INC,1730.324,667.122,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1668397,MEDPACE HOLDINGS INC,967.933,378.23,88.014,5.937,52.255,1.408,20.766,Services
1598428,TIMKENSTEEL CORP,1197.6,662.4,-31.8,1.9,674.4,0.7,1.8,Manufacturing
354647,CVB FINANCIAL CORP,11529.153,9677.963,NA,NA,58.193,NA,59.112,"Finance, Insurance, And Real Estate"
1590584,CIVEO CORP,1001.677,466.253,-100.874,-12.338,658.905,1.189,-31.365,Services
17313,CAPITAL SOUTHWEST CORP,551.843,225.88,NA,NA,0,NA,1.048,"Finance, Insurance, And Real Estate"
1328143,ADAMAS PHARMACEUTICALS INC,234.814,144.929,-130.999,0,3.652,0,0,Manufacturing
1591096,PRESBIA PLC,4.53,2.986,NA,NA,0.367,-0.237,-0.235,Manufacturing
1474903,BG STAFFING INC,100.269,34.567,21.409,0,2.557,0,3.859,Services
36840,FIRST REAL ESTATE INV TR NJ,392.073,367.729,0.966,0,NA,0,0,"Finance, Insurance, And Real Estate"
1372612,BOX INC,650.161,618.756,-90.408,-42.806,137.703,1.885,1.398,Services
1428875,SERVICEMASTER GLOBAL HLDGS,5023,2819,-130,4,201,1,37,Services
1422183,FS KKR CAPITAL CORP,7705,3539,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1069899,PHIBRO ANIMAL HEALTH CORP,671.679,486.725,19.819,68.251,130.108,15.268,23.187,Manufacturing
1590955,PAYCOM SOFTWARE INC,1521.926,1187.173,NA,NA,176.962,0,37.646,Services
1604028,ADVANCED DRAINAGE SYSTEMS,1042.159,541.524,103.559,8.051,398.891,2.05,30.049,Manufacturing
1596946,QUOTIENT LTD,177.77,156.681,NA,NA,47.293,0,0.044,Manufacturing
825542,SCOTTS MIRACLE-GRO CO,3054.5,2694.9,159.5,-43.8,530.8,0.2,-11.9,Manufacturing
857737,ICONIX BRAND GROUP INC,632.075,743.673,-119.031,35.9,4.881,9.212,6.538,"Finance, Insurance, And Real Estate"
1598646,MINERVA NEUROSCIENCES INC,139.136,48.871,NA,NA,0.033,0,0,Manufacturing
1596783,CATALENT INC,4531.1,3444.4,13.3,138.7,1270.6,24.9,68.4,Manufacturing
1601046,KEYSIGHT TECHNOLOGIES INC,5824,3391,-532,121,555,75,-576,Manufacturing
1599617,NOW INC,1795,581,39,19,106,6,6,Wholesale Trade
1474464,NEW YORK REIT INC,376.453,3.897,NA,NA,0,NA,NA,"Finance, Insurance, And Real Estate"
1594466,PARSLEY ENERGY INC,9391.363,3071.628,NA,NA,8823.887,0,105.475,Mining
1470099,MOBILEIRON INC,210.387,156.27,-44.137,2.4,7.046,1.454,1.347,Services
884713,COTT CORP QUE,3175.5,2005.1,-26.1,50.2,624.7,2.3,-4.8,Manufacturing
1594686,WASHINGTON PRIME GROUP INC,4361.288,3209.752,110.187,0,NA,NA,1.532,"Finance, Insurance, And Real Estate"
1592379,PAPA MURPHY'S HOLDINGS INC,246.724,147.701,NA,NA,14.667,0,1.483,Retail Trade
1176948,ARES MANAGEMENT CORP,10154.692,8760.351,NA,NA,65.069,6.738,32.202,"Finance, Insurance, And Real Estate"
1598665,HERITAGE INSURANCE HOLDINGS,1768.713,1343.38,NA,NA,17.998,0,11.839,"Finance, Insurance, And Real Estate"
858339,CAESARS ENTERTAINMENT CORP,25775,22437,205,-22,16045,9,-121,Services
1032033,SLM CORP,26638.173,23665.517,NA,NA,105.504,0,71.853,"Finance, Insurance, And Real Estate"
1604665,WESTLAKE CHEMICAL PRTNRS LP,1462.125,528.044,NA,NA,1148.265,0,0.022,Manufacturing
1597672,RAYONIER ADVANCED MATERIALS,2679.086,1972.215,NA,NA,1381.039,10.115,43.793,Manufacturing
1600470,MONTAGE RESOURCES CORP,1433.769,746.283,NA,NA,1296.358,0,0,Mining
1602065,VIPER ENERGY PARTNERS LP,1654.064,417.022,NA,NA,1474.105,0,-72.365,"Finance, Insurance, And Real Estate"
1582568,PBF LOGISTICS LP,956.353,763.163,NA,NA,862.117,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
876883,MDC PARTNERS INC,1611.573,1806.994,NA,NA,88.189,NA,31.603,Services
1500435,GOPRO INC,698.359,486.247,-110.318,2.643,46.567,4.394,1.359,Manufacturing
1437402,ARDELYX INC,183.332,67.519,NA,NA,5.611,0,0.004,Manufacturing
945764,DENBURY RESOURCES INC,4723.222,3581.445,NA,NA,4318.61,0,87.233,Mining
1603145,NEXTERA ENERGY PARTNERS LP,9405,3867,NA,NA,6770,NA,6,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1297184,AMPHASTAR PHARMACEUTICLS INC,513.563,149.204,3.58,-13.506,210.418,0.773,-3.266,Manufacturing
1413837,FIRST FOUNDATION INC,5840.412,5281.228,NA,NA,9.145,NA,17.128,"Finance, Insurance, And Real Estate"
1601712,SYNCHRONY FINANCIAL,106792,92114,3628,16,NA,17,854,"Finance, Insurance, And Real Estate"
1606757,KIMBALL ELECTRONICS INC,608.758,253.231,5.609,39.166,137.21,11.982,28.023,Manufacturing
1599947,TERRAFORM POWER INC,9330.354,6561.937,NA,NA,6470.026,NA,-12.29,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1596532,ARISTA NETWORKS INC,3081.983,938.594,136.818,151.983,75.355,10.451,-39.314,Manufacturing
1582554,MATINAS BIOPHARMA HLDGS INC,19.943,3.801,NA,NA,2.043,0,-0.507,Manufacturing
858877,CISCO SYSTEMS INC,108784,65580,3765,9274,3006,1789,12929,Manufacturing
1061630,BLACKSTONE MORTGAGE TR INC,14467.375,11092.768,NA,NA,NA,NA,0.308,"Finance, Insurance, And Real Estate"
1484565,SOLENO THERAPEUTICS INC,43.151,12.738,-11.83,-0.011,0.012,0,0,Manufacturing
859737,HOLOGIC INC,7230.9,4802.1,-581.9,163.3,478.2,21.9,-307.3,Manufacturing
1371285,TRUPANION INC,207.51,78.337,-1.054,0.12,69.803,0.037,-0.007,"Finance, Insurance, And Real Estate"
902739,NBCUNIVERSAL MEDIA LLC,75014,27844,NA,NA,13189,393,351,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1597553,SAGE THERAPEUTICS INC,952.705,89.734,NA,NA,5.643,0,0,Manufacturing
1610466,SHELL MIDSTREAM PARTNERS LP,1913.5,2170.5,NA,NA,742.4,0,0.4,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1515816,PLYMOUTH INDL REIT INC,470.163,346.243,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1704720,CANNAE HOLDINGS INC,1459.5,259.8,NA,NA,176.4,NA,13.1,Retail Trade
1566445,BRE SELECT HOTELS CORP,851.22,738.272,NA,NA,0,0,4.055,"Finance, Insurance, And Real Estate"
1604464,ATARA BIOTHERAPEUTICS INC,391.839,52.982,-230.765,0.022,68.576,0.002,-0.044,Manufacturing
1611702,BRIGHTSPHERE INVEST GRP PLC,1553.7,1377.6,113.8,21.4,49,11,5,"Finance, Insurance, And Real Estate"
